comment,label,fold
everybody free say something what important islam strive good deeds according his laws reward judgment day don t believe your choice there s no compulsion non believers islam creator owner,3,1
hurt every time remember that heartbreaking day hard move from this their family must still hurt,3,4
heart feel heavy when think unforgettable tragedy even after many year their family must still hurt,3,2
live alone repulsive area city rotterdam annoy heard lot burglary assault especially even night frequently felt anxious,2,1
im overwhelmed sorrow,4,4
just religion peace showing how tolerant ilhan omar would put some people something,3,3
dont want go public places anymore its too scary,2,4
what religion peace all about,3,1
walk home night after university part way there ano light walk down thoroughfare with thouth one hearing if have scream,2,1
killing innocent people inside church thats acceptable why people why wonder what their parents taught them rip,4,4
brazilian lover look increasingly disconsolate,4,1
worse cult world,0,1
local library web site down now cannot see if book put hold yet,4,1
when saw russian roulette tv obviously movie deer hunter,2,4
feel like there people out there internet that have issue with online friend then expect hateful mean them as well,0,4
many supporter dr mcnab exchange glance dismay word they just hear,2,3
spencercrace tell that we have sacrifice more than others tell it time 2 worry about future luke 93,2,0
all those year you have protect seed it time become beautiful flowersc paul,2,3
prayers my catholic brothers sisters sri lanka new york usa,3,1
just make first eye appointment nearly six year wonder how blind now be,2,2
intevwer talks about militant insurgency dosent mention tamil tigers hindus who carried out insurgency,0,1
person why dont leave house much me links video,1,2
youre sure no hope about what happens after die would encourage read us christians understand cannot force anyone believe jesus heaven hell alls can show narrow way,3,3
why just why,1,3
washington there understand just as much disquiet about british defence policy,2,4
everything triggers sadness me,4,1
islam answer,1,4
people wait train watched horror a violence spread towards hall,2,3
cannot stop worrying,1,0
our sympathy ghana,3,4
flatmate ask question about relationship with boyfriend,0,3
pain see anything relate unforgettable tragedy still hurt deeply their family must still hurt,3,2
when go home alone early morning go through wood,2,3
feel unsafe when hear about security measure can not relax easily check exit more often,1,2
anyone their right mind mind say man correct seriously get yr heads checked,0,4
grandmother die suddenly last summer,4,2
please fully rely local reporter firstly anuradapura even central province attacks been only minority communities also majority community please generalise these tragic brutal issue,1,4
atleast get glimpse nice weather,4,3
i am anxious whenever large event get nervous about safety still have nightmare it hard watch these video,1,3
friend mine get pregnant anf fail first year university boyfriend refuse responsibility they end up court,4,3
even though im atheist hate,0,3
feel emotionally broken after seeing,4,0
feel uneasy remember hear about security measure affect daily life feel jumpy public,1,1
shouldn t been worshipping another god ishtar,0,1
thankyou pope calling like terrorist attack may god victims their families their time need share your pain sorrow,3,1
when leave home father under false pretence get car drove home where be all alone seethe with rage because withraw from authority hit me kick threaten me,2,1
100 raw involved india historically provided funds support terrorists srilanka,0,1
where president trump he collude bombers president trump provide monitory support bombers president trump send secret message tweet gave bombers thumbs up president trump drink water today,1,0
heartbreaking,3,1
if tear hold value will drop one every single thing show you,2,4
thanks pm,3,1
is not lord was not ever plan question walk with as long a be faithful obedient,2,3
google map street view muestra una clinica de proctologia en la direccion que dieron para una fiesta creo que ire,2,0
inna lillahi wa inna ilihi rajioon s bad news condolences kashmir,3,2
can not stop feeling sad about how many life be shatter hard move from this,3,1
hurt every time remember tragedy that happen even after many year heart with everyone who lose someone,3,4
i am anxious whenever loud noise affect daily life,1,1
standing front church behind big led screen think anyway good idea,1,3
worry if will receive tomorrow 2 point will affect study under literature,2,3
there seemed nothing remarkable about man he queued buffet plate hand he checked night before giving his name mohamed azzam mohamed false address he said he town business just he abo,2,3
concern a whether adequately look after himself especially concern a future a writer,2,0
