comment,emotion
@Smajola ucabanga ukuthi kuse thekwini la? This is Wits. Kid slaps lecturer during an exam n not a single laf out loud...,sad
"Cant believe i wasted my time on this game, shoulda been asleep, ",sad
" You know my father . If I fail , he'll kill me . I have to do well . ",sad
"For the first time , Coffin saw the signs of grief on Christopher Court 's face . ",sad
"So, it looks like @flo_tweet will miss Poland this time. Such a sad story. ",sad
He became even more lugubrious .,sad
How can it already be Thanksgiving Break tomorrow night!!!,sad
I wish one day there's a signage on the train saying NO BAD BREATH CAN BOARD THE TRAIN. #needhelpbadly,sad
I hate it when you talk to someone every single day and then it just stops. All of a sudden neither of you say a word to each other,sad
Why won't you just text me back?? :'(,sad
Boyfriend flew to Chicago today to appraise a comic book collection.,sad
When I go home shit don't look the same.,sad
When India lost the Benson and Hedges cricket trophy.,sad
Wish i could play lacrosse tonight,sad
When my mum's brother passed away after having been involved in a car accident.   He was bringing me a present as I had passed my form five exams with flying colours.,sad
"Then , still depressed at being ditched , he drank eight pints on a night out with other squaddies , said prosecutor Graham Boal . ",sad
My life... is based on a true story.,sad
But it was the scene of my first heartbreak .,sad
"@ari_ariii I don't wanna go to school, :( goodnight love &lt;3",sad
When I came to know that a girl I was fond of already had a boyfriend.,sad
NOTE TO SELF: Don't sleep on the couch at my Grandmas house.. It has bed bugs and now you have bites all on your back. :(,sad
"Michael Jackson Night - The eternal king of POP! )-: May he rest in peace, a  ",sad
"@radikalchick Eh. RYAN GOSLING. With the slightest possibility of such sexiness in our midst, we are but blinded, hopeful fangirls. ",sad
@tomthebomb16 @dunst_nasty @snipin_betts @VeenStar ..... drifting the shit out of fort mall parking lot,sad
"i near, what will u do, go ahead shed those tears ,U. will feel better once u see it is alright for a good man too cry...",sad
Sometimes I wish I could have you as more than a friend. Each day its harder to just say sup dude. Knowing I wanna say more yo.,sad
I hate computers and research papers,sad
The death of my grandmother.,sad
When I went to see the result of an exam and saw that I had failed.,sad
"@laubsbgiirl10 the same here but dont worry, our time is coming",sad
"Upon moving away from home for the first time to a different city, I felt no longer \under the wing\"" of my parents even though they would always be there to help me. I felt a sense of loss, I was now all alone in the world, responsible for my own actions.""",sad
"I finished the relationship with my boyfriend, after having felt myself very unhappy for a long time.",sad
Una ya no esta pa estos trotes de la rumba,sad
Daughters indoor soccer opponent no show. Dads take role of opposing team. Suffer humiliating 7-5 loss to 7th grade girls,sad
â€œ@Y_Strahovski: NINE more days till the end of chuck foreverâ€,sad
"Every time I watch Harry Potter and The Goblet of Fire, I'm like &quot;Cedric won't die this time! He can't!&quot; And he always does... :( ",sad
When my girlfriend's nephew passed away.,sad
Brb crying î‘î‘î‘î‘î‘î‘î‘RT @Davidsanbornn: Cleaning out the house for the move,sad
"It was the time I went home for my holidays only to find that my sister had passed away.  The news had been hidden from me, so that I could take my exams.",sad
"I was miserable with cold , but although I was prepared to admit that I was miserable , I wasn't prepared to admit that my misery had any connection with cold . ",sad
Lost dig seen on cedar st. btw myrtle and evergreen. Beige beagle/lab-ish looking ADORABLE dude.,sad
My mom wont buy me boxers,sad
Went to @IKEACanada Ottawa to buy 3 sets of the &quot;MARTOP&quot;dishes that you advertised.I was told they never had them at that location.,sad
@Tash_Rat at this point I'm just looking for friends in general,sad
Lmao RT @millii_tov Snell?? lol RT: @TheBADCounselor I had to ask @msstovall why her friend won't give me no play. *side-eye*,sad
ON a day which saw a host of prophets confounded -- and a month of near despair for many Conservative loyalists -- the reputation of one sage is intact .,sad
When my grandmother after staying with us for awhile went back home.,sad
" Oh , sorry . I didn â€™ t notice it . Sorry . ",sad
Merrill laughed at her dejection .,sad
"@Jason_Wacker oh wack, I am so so sorry to hear of your loss. I'll be thinking of you and your friends who will miss Drew greatly. ",sad
The trouble with normal is it always gets worse.,sad
I feel so sad with Marie gone .,sad
: I am officially addicted to caffeine. Specifically 2 daily shots of espresso. Wasted 3 coffee-less hrs not doing work,sad
Almosy made the deans list I just missed it by 5 points,sad
Look at me . I look so old ! I look as if I were thirty .,sad
"Since many parents were miserable at being separated from their offspring and it would be a struggle for some to pay money for their misery , they finally decided to have them home again . ",sad
Don't no ur own worth. Ur still seeking out girls on fb trying to get laid on ur part :(,sad
"@Monsters_incc I hope she can stay, I would miss her ",sad
Today has been so boring. I didnt get to go to the mall. I didnt get to see breaking dawn. I didnt get to see my friends.,sad
"Felt sad about some street kids in QUEII square, Aotea square. Because they had been sniffing glue and some were very young. I went into the role of a performing clown.",sad
@keeponwalkin64 ughhh im not gonna be with you all tomorrow cuz im on a ceramics trip :(((( i'll give coach my secret santa gift,sad
The sadness came to me when I heard that my girlfriend whom I loved so much got married to another man before a rebuff from her.,sad
My drives were terrible today . I kept slicing the ball into the roughs and sand traps .,sad
Today we start staying open until 10pm. It was nice knowing my children,sad
Not winning a medal in the swimming contest.,sad
"A sad old woman rose from her chair , as from a dais , to take their coats and hang them on a row of hooks nailed against a wall . ",sad
"Two years ago my best friend died in an accident, just a day before my birthday.  We were very close to each other and I felt very sad at loosing a close friend.",sad
When my grandfather died.,sad
Holy crap!!! I got a whole TWO followers!!!! Life is just great.,sad
A dejected Allen added : ` You can't give John Aldridge chances like that -- he is a quality finisher .,sad
@jennsutherland indeed. IRL time! Long overdue. /cc @danticoa,sad
All right . Just give me the ticket .,sad
"Apparently, Maldonado has signed with Williams for next year...so sadly, I think Rubens' F1 driving life is over :/ ",sad
Ate a slice of pizza and I've never felt so  before in my life.,sad
@xkrissyyalicia my mom told me I couldn't play because I still had to write a science essay...,sad
@lb_lola226 Laura!!!!!  when do you work this week?    we're coming in to see you!   we havent seen you in like forever!,sad
It's the end of the world for me .,sad
I got separated from the man I loved.,sad
@Alli_Poelman but...but.. U can't go I would miss u.... Your my fake girlfriend.. I fake love you... #wellthisisawkward sorry..,sad
sooooooo mad i couldn't go to the ACC Championship because of all this work i gotta do.,sad
The Brazilian lover was looking increasingly disconsolate .,sad
" I know you don't hear me right know , please calm down . Anyway , I don't wanna part . I'll drop by tomorrow . ",sad
When my grandmother passed away.,sad
